date,traded_companies,no_of_transaction,max_price,min_price,closing_price,traded_shares,amount,previous_closing,difference_rs
2/26/2013,Arun Valley Hydropower Development Co. Ltd.,9.0,318.0,312.0,317.0,1583.0,497018.0,312.0,5.0
2/27/2013,Arun Valley Hydropower Development Co. Ltd.,6.0,315.0,307.0,314.0,2224.0,690232.0,317.0,-3.0
2/28/2013,Arun Valley Hydropower Development Co. Ltd.,15.0,311.0,301.0,305.0,3170.0,969209.0,314.0,-9.0
3/3/2013,Arun Valley Hydropower Development Co. Ltd.,9.0,314.0,305.0,305.0,1596.0,488128.0,305.0,0.0
3/4/2013,Arun Valley Hydropower Development Co. Ltd.,9.0,310.0,310.0,310.0,511.0,158410.0,305.0,5.0
3/6/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,321.0,315.0,318.0,154.0,48756.0,310.0,8.0
3/7/2013,Arun Valley Hydropower Development Co. Ltd.,7.0,318.0,306.0,312.0,3134.0,963412.0,318.0,-6.0
3/11/2013,Arun Valley Hydropower Development Co. Ltd.,6.0,310.0,304.0,310.0,2328.0,711368.0,312.0,-2.0
3/13/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,307.0,304.0,307.0,1750.0,534000.0,310.0,-3.0
3/14/2013,Arun Valley Hydropower Development Co. Ltd.,6.0,314.0,302.0,309.0,2770.0,849940.0,307.0,2.0
3/17/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,309.0,305.0,305.0,224.0,68660.0,309.0,-4.0
3/18/2013,Arun Valley Hydropower Development Co. Ltd.,7.0,305.0,300.0,304.0,600.0,181777.0,305.0,-1.0
3/19/2013,Arun Valley Hydropower Development Co. Ltd.,5.0,309.0,305.0,306.0,126.0,38759.0,304.0,2.0
3/21/2013,Arun Valley Hydropower Development Co. Ltd.,2.0,310.0,305.0,310.0,48.0,14800.0,305.0,5.0
3/24/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,309.0,304.0,309.0,124.0,37961.0,310.0,-1.0
3/27/2013,Arun Valley Hydropower Development Co. Ltd.,2.0,304.0,300.0,300.0,170.0,51616.0,309.0,-9.0
3/28/2013,Arun Valley Hydropower Development Co. Ltd.,7.0,301.0,300.0,300.0,334.0,100247.0,300.0,0.0
3/31/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,294.0,289.0,289.0,182.0,53160.0,300.0,-11.0
4/1/2013,Arun Valley Hydropower Development Co. Ltd.,13.0,290.0,279.0,290.0,715.0,204471.0,289.0,1.0
4/2/2013,Arun Valley Hydropower Development Co. Ltd.,14.0,293.0,290.0,292.0,1900.0,552582.0,290.0,2.0
4/3/2013,Arun Valley Hydropower Development Co. Ltd.,19.0,302.0,292.0,302.0,1458.0,432446.0,292.0,10.0
4/4/2013,Arun Valley Hydropower Development Co. Ltd.,13.0,301.0,296.0,296.0,1078.0,321069.0,302.0,-6.0
4/7/2013,Arun Valley Hydropower Development Co. Ltd.,6.0,298.0,294.0,295.0,1200.0,354272.0,296.0,-1.0
4/8/2013,Arun Valley Hydropower Development Co. Ltd.,8.0,295.0,292.0,293.0,267.0,78607.0,295.0,-2.0
4/9/2013,Arun Valley Hydropower Development Co. Ltd.,12.0,299.0,295.0,298.0,1461.0,433536.0,293.0,5.0
4/11/2013,Arun Valley Hydropower Development Co. Ltd.,10.0,304.0,294.0,298.0,804.0,241012.0,298.0,0.0
4/15/2013,Arun Valley Hydropower Development Co. Ltd.,2.0,300.0,300.0,300.0,289.0,86700.0,298.0,2.0
4/16/2013,Arun Valley Hydropower Development Co. Ltd.,8.0,300.0,290.0,294.0,3964.0,1182156.0,300.0,-6.0
4/17/2013,Arun Valley Hydropower Development Co. Ltd.,9.0,300.0,295.0,300.0,501.0,149924.0,294.0,6.0
4/18/2013,Arun Valley Hydropower Development Co. Ltd.,8.0,300.0,292.0,292.0,674.0,197537.0,300.0,-8.0
4/28/2013,Arun Valley Hydropower Development Co. Ltd.,1.0,290.0,290.0,290.0,31.0,8990.0,292.0,-2.0
4/29/2013,Arun Valley Hydropower Development Co. Ltd.,2.0,293.0,290.0,293.0,62.0,18073.0,290.0,3.0
4/30/2013,Arun Valley Hydropower Development Co. Ltd.,8.0,288.0,274.0,279.0,360.0,100531.0,293.0,-14.0
5/2/2013,Arun Valley Hydropower Development Co. Ltd.,5.0,280.0,274.0,274.0,112.0,30934.0,279.0,-5.0
5/5/2013,Arun Valley Hydropower Development Co. Ltd.,8.0,275.0,270.0,271.0,1762.0,480890.0,274.0,-3.0
5/6/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,270.0,265.0,265.0,147.0,39168.0,271.0,-6.0
5/7/2013,Arun Valley Hydropower Development Co. Ltd.,10.0,270.0,264.0,270.0,584.0,156253.0,265.0,5.0
5/8/2013,Arun Valley Hydropower Development Co. Ltd.,5.0,280.0,274.0,274.0,171.0,47164.0,270.0,4.0
5/9/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,279.0,269.0,269.0,120.0,32805.0,274.0,-5.0
5/12/2013,Arun Valley Hydropower Development Co. Ltd.,10.0,280.0,272.0,280.0,669.0,183288.0,269.0,11.0
5/13/2013,Arun Valley Hydropower Development Co. Ltd.,11.0,287.0,280.0,287.0,398.0,112007.0,280.0,7.0
5/14/2013,Arun Valley Hydropower Development Co. Ltd.,10.0,290.0,281.0,282.0,858.0,242314.0,287.0,-5.0
5/15/2013,Arun Valley Hydropower Development Co. Ltd.,9.0,288.0,284.0,288.0,671.0,191042.0,282.0,6.0
5/19/2013,Arun Valley Hydropower Development Co. Ltd.,11.0,285.0,280.0,285.0,1017.0,286648.0,288.0,-3.0
5/20/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,280.0,280.0,280.0,318.0,89040.0,285.0,-5.0
5/21/2013,Arun Valley Hydropower Development Co. Ltd.,11.0,285.0,275.0,277.0,387.0,107903.0,280.0,-3.0
5/22/2013,Arun Valley Hydropower Development Co. Ltd.,2.0,277.0,275.0,275.0,27.0,7447.0,277.0,-2.0
5/23/2013,Arun Valley Hydropower Development Co. Ltd.,2.0,270.0,270.0,270.0,376.0,101520.0,275.0,-5.0
5/26/2013,Arun Valley Hydropower Development Co. Ltd.,1.0,270.0,270.0,270.0,110.0,29700.0,270.0,0.0
5/27/2013,Arun Valley Hydropower Development Co. Ltd.,14.0,275.0,272.0,275.0,508.0,139326.0,270.0,5.0
5/28/2013,Arun Valley Hydropower Development Co. Ltd.,10.0,275.0,272.0,275.0,489.0,133569.0,275.0,0.0
5/30/2013,Arun Valley Hydropower Development Co. Ltd.,6.0,280.0,270.0,280.0,108.0,29628.0,275.0,5.0
6/2/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,280.0,275.0,275.0,486.0,135520.0,280.0,-5.0
6/3/2013,Arun Valley Hydropower Development Co. Ltd.,32.0,280.0,272.0,280.0,1132.0,314281.0,275.0,5.0
6/4/2013,Arun Valley Hydropower Development Co. Ltd.,11.0,284.0,279.0,280.0,643.0,180948.0,280.0,0.0
6/5/2013,Arun Valley Hydropower Development Co. Ltd.,10.0,308.0,285.0,305.0,246.0,73322.0,280.0,25.0
6/6/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,304.0,294.0,304.0,97.0,28883.0,305.0,-1.0
6/10/2013,Arun Valley Hydropower Development Co. Ltd.,17.0,298.0,278.0,283.0,2040.0,571241.0,304.0,-21.0
6/11/2013,Arun Valley Hydropower Development Co. Ltd.,9.0,280.0,275.0,275.0,551.0,153409.0,283.0,-8.0
6/12/2013,Arun Valley Hydropower Development Co. Ltd.,16.0,285.0,280.0,285.0,1575.0,442192.0,275.0,10.0
6/13/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,299.0,290.0,299.0,39.0,11490.0,285.0,14.0
6/16/2013,Arun Valley Hydropower Development Co. Ltd.,14.0,304.0,283.0,283.0,245.0,70406.0,299.0,-16.0
6/17/2013,Arun Valley Hydropower Development Co. Ltd.,17.0,284.0,278.0,278.0,477.0,133289.0,283.0,-5.0
6/18/2013,Arun Valley Hydropower Development Co. Ltd.,13.0,280.0,275.0,279.0,250.0,69572.0,278.0,1.0
6/19/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,279.0,270.0,270.0,356.0,97137.0,279.0,-9.0
6/20/2013,Arun Valley Hydropower Development Co. Ltd.,25.0,276.0,270.0,276.0,1926.0,523626.0,270.0,6.0
6/23/2013,Arun Valley Hydropower Development Co. Ltd.,12.0,276.0,270.0,272.0,1034.0,281152.0,276.0,-4.0
6/24/2013,Arun Valley Hydropower Development Co. Ltd.,18.0,275.0,270.0,271.0,2424.0,655100.0,272.0,-1.0
6/25/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,274.0,269.0,270.0,2885.0,781950.0,271.0,-1.0
6/26/2013,Arun Valley Hydropower Development Co. Ltd.,6.0,279.0,274.0,275.0,374.0,103956.0,270.0,5.0
6/27/2013,Arun Valley Hydropower Development Co. Ltd.,10.0,274.0,270.0,271.0,3263.0,882868.0,275.0,-4.0
6/30/2013,Arun Valley Hydropower Development Co. Ltd.,5.0,275.0,273.0,275.0,168.0,46051.0,271.0,4.0
7/1/2013,Arun Valley Hydropower Development Co. Ltd.,15.0,272.0,270.0,272.0,1271.0,343620.0,275.0,-3.0
7/2/2013,Arun Valley Hydropower Development Co. Ltd.,9.0,275.0,268.0,271.0,2270.0,612839.0,272.0,-1.0
7/3/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,276.0,270.0,276.0,251.0,68136.0,271.0,5.0
7/4/2013,Arun Valley Hydropower Development Co. Ltd.,18.0,272.0,265.0,265.0,2290.0,612385.0,276.0,-11.0
7/7/2013,Arun Valley Hydropower Development Co. Ltd.,7.0,269.0,266.0,266.0,422.0,112885.0,265.0,1.0
7/8/2013,Arun Valley Hydropower Development Co. Ltd.,11.0,267.0,264.0,265.0,586.0,155387.0,266.0,-1.0
7/9/2013,Arun Valley Hydropower Development Co. Ltd.,43.0,267.0,255.0,263.0,8242.0,2159821.0,265.0,-2.0
7/10/2013,Arun Valley Hydropower Development Co. Ltd.,8.0,270.0,264.0,270.0,2557.0,677825.0,263.0,7.0
7/11/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,271.0,270.0,270.0,142.0,38411.0,270.0,0.0
7/14/2013,Arun Valley Hydropower Development Co. Ltd.,8.0,278.0,275.0,276.0,183.0,50537.0,270.0,6.0
7/15/2013,Arun Valley Hydropower Development Co. Ltd.,6.0,285.0,280.0,285.0,197.0,55304.0,276.0,9.0
7/16/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,280.0,280.0,280.0,138.0,38640.0,285.0,-5.0
7/18/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,280.0,275.0,275.0,429.0,119960.0,280.0,-5.0
7/21/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,280.0,278.0,280.0,79.0,22084.0,275.0,5.0
7/22/2013,Arun Valley Hydropower Development Co. Ltd.,7.0,280.0,277.0,279.0,1171.0,325756.0,280.0,-1.0
7/23/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,275.0,274.0,275.0,128.0,35107.0,279.0,-4.0
7/24/2013,Arun Valley Hydropower Development Co. Ltd.,1.0,270.0,270.0,270.0,18.0,4860.0,275.0,-5.0
7/25/2013,Arun Valley Hydropower Development Co. Ltd.,16.0,279.0,271.0,279.0,3175.0,868620.0,270.0,9.0
7/28/2013,Arun Valley Hydropower Development Co. Ltd.,23.0,285.0,278.0,280.0,3155.0,887342.0,279.0,1.0
7/29/2013,Arun Valley Hydropower Development Co. Ltd.,11.0,290.0,285.0,285.0,1210.0,346042.0,280.0,5.0
7/30/2013,Arun Valley Hydropower Development Co. Ltd.,49.0,300.0,289.0,300.0,4986.0,1483875.0,285.0,15.0
7/31/2013,Arun Valley Hydropower Development Co. Ltd.,27.0,310.0,299.0,303.0,4522.0,1375669.0,300.0,3.0
8/1/2013,Arun Valley Hydropower Development Co. Ltd.,35.0,309.0,300.0,302.0,4272.0,1290744.0,303.0,-1.0
8/4/2013,Arun Valley Hydropower Development Co. Ltd.,62.0,332.0,297.0,317.0,10231.0,3260829.0,302.0,15.0
8/5/2013,Arun Valley Hydropower Development Co. Ltd.,75.0,329.0,315.0,320.0,13354.0,4258340.0,317.0,3.0
8/6/2013,Arun Valley Hydropower Development Co. Ltd.,45.0,324.0,309.0,320.0,2040.0,650232.0,320.0,0.0
8/7/2013,Arun Valley Hydropower Development Co. Ltd.,72.0,324.0,313.0,318.0,8249.0,2609577.0,320.0,-2.0
8/8/2013,Arun Valley Hydropower Development Co. Ltd.,101.0,320.0,309.0,317.0,13610.0,4250150.0,318.0,-1.0
8/11/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,275.0,271.0,275.0,261.0,71475.0,317.0,-42.0
8/12/2013,Arun Valley Hydropower Development Co. Ltd.,8.0,277.0,266.0,266.0,494.0,134062.0,275.0,-9.0
8/13/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,263.0,261.0,263.0,82.0,21538.0,266.0,-3.0
8/14/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,268.0,265.0,268.0,1213.0,324964.0,263.0,5.0
8/15/2013,Arun Valley Hydropower Development Co. Ltd.,2.0,275.0,273.0,275.0,250.0,68350.0,268.0,7.0
8/18/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,280.0,275.0,275.0,2212.0,618380.0,275.0,0.0
8/19/2013,Arun Valley Hydropower Development Co. Ltd.,9.0,295.0,279.0,295.0,691.0,196498.0,275.0,20.0
8/20/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,300.0,294.0,294.0,429.0,126720.0,295.0,-1.0
8/25/2013,Arun Valley Hydropower Development Co. Ltd.,12.0,300.0,294.0,300.0,1046.0,310218.0,294.0,6.0
8/26/2013,Arun Valley Hydropower Development Co. Ltd.,13.0,300.0,298.0,299.0,2819.0,843430.0,300.0,-1.0
8/27/2013,Arun Valley Hydropower Development Co. Ltd.,13.0,300.0,290.0,295.0,2463.0,722521.0,299.0,-4.0
8/29/2013,Arun Valley Hydropower Development Co. Ltd.,10.0,299.0,290.0,299.0,2320.0,684548.0,295.0,4.0
9/1/2013,Arun Valley Hydropower Development Co. Ltd.,9.0,300.0,295.0,296.0,1135.0,336887.0,299.0,-3.0
9/2/2013,Arun Valley Hydropower Development Co. Ltd.,5.0,296.0,291.0,291.0,817.0,239224.0,296.0,-5.0
9/3/2013,Arun Valley Hydropower Development Co. Ltd.,17.0,298.0,294.0,297.0,4502.0,1331668.0,291.0,6.0
9/4/2013,Arun Valley Hydropower Development Co. Ltd.,26.0,310.0,291.0,298.0,5771.0,1723522.0,297.0,1.0
9/5/2013,Arun Valley Hydropower Development Co. Ltd.,21.0,306.0,300.0,306.0,4541.0,1366450.0,298.0,8.0
9/8/2013,Arun Valley Hydropower Development Co. Ltd.,11.0,312.0,306.0,312.0,2224.0,686848.0,306.0,6.0
9/9/2013,Arun Valley Hydropower Development Co. Ltd.,14.0,322.0,309.0,322.0,2398.0,760399.0,312.0,10.0
9/10/2013,Arun Valley Hydropower Development Co. Ltd.,16.0,325.0,315.0,318.0,3593.0,1142043.0,322.0,-4.0
9/11/2013,Arun Valley Hydropower Development Co. Ltd.,14.0,325.0,315.0,320.0,3707.0,1181137.0,318.0,2.0
9/12/2013,Arun Valley Hydropower Development Co. Ltd.,5.0,320.0,315.0,315.0,2323.0,732771.0,320.0,-5.0
9/15/2013,Arun Valley Hydropower Development Co. Ltd.,12.0,323.0,318.0,320.0,2966.0,949793.0,315.0,5.0
9/16/2013,Arun Valley Hydropower Development Co. Ltd.,12.0,323.0,320.0,321.0,3505.0,1123474.0,320.0,1.0
9/17/2013,Arun Valley Hydropower Development Co. Ltd.,13.0,325.0,320.0,323.0,2202.0,708802.0,321.0,2.0
9/19/2013,Arun Valley Hydropower Development Co. Ltd.,7.0,323.0,318.0,320.0,640.0,204143.0,323.0,-3.0
9/22/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,315.0,312.0,312.0,1700.0,534400.0,320.0,-8.0
9/23/2013,Arun Valley Hydropower Development Co. Ltd.,30.0,306.0,299.0,306.0,10077.0,3033234.0,312.0,-6.0
9/24/2013,Arun Valley Hydropower Development Co. Ltd.,49.0,307.0,300.0,300.0,13981.0,4198212.0,306.0,-6.0
9/25/2013,Arun Valley Hydropower Development Co. Ltd.,15.0,301.0,300.0,301.0,10820.0,3252920.0,300.0,1.0
9/26/2013,Arun Valley Hydropower Development Co. Ltd.,5.0,302.0,300.0,300.0,5325.0,1599536.0,301.0,-1.0
9/29/2013,Arun Valley Hydropower Development Co. Ltd.,2.0,301.0,300.0,300.0,1345.0,403571.0,300.0,0.0
9/30/2013,Arun Valley Hydropower Development Co. Ltd.,9.0,312.0,306.0,307.0,3028.0,933169.0,300.0,7.0
10/1/2013,Arun Valley Hydropower Development Co. Ltd.,18.0,313.0,306.0,307.0,2531.0,778013.0,307.0,0.0
10/2/2013,Arun Valley Hydropower Development Co. Ltd.,10.0,310.0,305.0,307.0,1277.0,391849.0,307.0,0.0
10/3/2013,Arun Valley Hydropower Development Co. Ltd.,10.0,310.0,307.0,307.0,1024.0,315799.0,307.0,0.0
10/6/2013,Arun Valley Hydropower Development Co. Ltd.,2.0,305.0,304.0,304.0,1535.0,467175.0,307.0,-3.0
10/8/2013,Arun Valley Hydropower Development Co. Ltd.,11.0,316.0,307.0,315.0,9465.0,2933789.0,304.0,11.0
10/9/2013,Arun Valley Hydropower Development Co. Ltd.,10.0,321.0,318.0,320.0,3505.0,1119286.0,315.0,5.0
10/10/2013,Arun Valley Hydropower Development Co. Ltd.,19.0,332.0,322.0,328.0,3779.0,1241117.0,320.0,8.0
10/17/2013,Arun Valley Hydropower Development Co. Ltd.,2.0,334.0,328.0,334.0,1150.0,378100.0,328.0,6.0
10/20/2013,Arun Valley Hydropower Development Co. Ltd.,32.0,367.0,338.0,360.0,12304.0,4428528.0,334.0,26.0
10/21/2013,Arun Valley Hydropower Development Co. Ltd.,30.0,369.0,354.0,354.0,8508.0,3090938.0,360.0,-6.0
10/22/2013,Arun Valley Hydropower Development Co. Ltd.,15.0,354.0,340.0,340.0,3134.0,1077016.0,354.0,-14.0
10/23/2013,Arun Valley Hydropower Development Co. Ltd.,9.0,340.0,330.0,339.0,528.0,177303.0,340.0,-1.0
10/24/2013,Arun Valley Hydropower Development Co. Ltd.,13.0,357.0,335.0,357.0,1735.0,594259.0,339.0,18.0
10/27/2013,Arun Valley Hydropower Development Co. Ltd.,16.0,350.0,339.0,341.0,3026.0,1030329.0,357.0,-16.0
10/28/2013,Arun Valley Hydropower Development Co. Ltd.,19.0,341.0,336.0,336.0,5246.0,1767720.0,341.0,-5.0
10/29/2013,Arun Valley Hydropower Development Co. Ltd.,21.0,342.0,335.0,335.0,5004.0,1687164.0,336.0,-1.0
10/30/2013,Arun Valley Hydropower Development Co. Ltd.,8.0,342.0,340.0,340.0,1622.0,552293.0,335.0,5.0
10/31/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,346.0,340.0,340.0,2017.0,685882.0,340.0,0.0
11/6/2013,Arun Valley Hydropower Development Co. Ltd.,3.0,340.0,340.0,340.0,3800.0,1292000.0,340.0,0.0
11/7/2013,Arun Valley Hydropower Development Co. Ltd.,6.0,340.0,340.0,340.0,4318.0,1468120.0,340.0,0.0
11/10/2013,Arun Valley Hydropower Development Co. Ltd.,4.0,347.0,340.0,347.0,1129.0,384360.0,340.0,7.0
11/11/2013,Arun Valley Hydropower Development Co. Ltd.,7.0,351.0,346.0,350.0,5165.0,1807420.0,347.0,3.0
11/12/2013,Arun Valley Hydropower Development Co. Ltd.,11.0,360.0,345.0,360.0,5057.0,1782292.0,350.0,10.0
11/13/2013,Arun Valley Hydropower Development Co. Ltd.,22.0,365.0,353.0,353.0,9310.0,3339068.0,360.0,-7.0
11/14/2013,Arun Valley Hydropower Development Co. Ltd.,17.0,357.0,352.0,354.0,3593.0,1273018.0,353.0,1.0
11/21/2013,Arun Valley Hydropower Development Co. Ltd.,5.0,375.0,361.0,375.0,581.0,213315.0,354.0,21.0
11/24/2013,Arun Valley Hydropower Development Co. Ltd.,20.0,400.0,382.0,396.0,5527.0,2149172.0,375.0,21.0
11/25/2013,Arun Valley Hydropower Development Co. Ltd.,19.0,392.0,380.0,383.0,2813.0,1085627.0,396.0,-13.0
11/26/2013,Arun Valley Hydropower Development Co. Ltd.,12.0,392.0,380.0,380.0,3576.0,1377247.0,383.0,-3.0
11/27/2013,Arun Valley Hydropower Development Co. Ltd.,23.0,383.0,375.0,375.0,7535.0,2854763.0,380.0,-5.0
11/28/2013,Arun Valley Hydropower Development Co. Ltd.,13.0,375.0,368.0,369.0,4703.0,1759092.0,375.0,-6.0
12/1/2013,Arun Valley Hydropower Development Co. Ltd.,24.0,393.0,370.0,390.0,6383.0,2438813.0,369.0,21.0
12/2/2013,Arun Valley Hydropower Development Co. Ltd.,39.0,404.0,395.0,404.0,9094.0,3632470.0,390.0,14.0
12/3/2013,Arun Valley Hydropower Development Co. Ltd.,56.0,423.0,403.0,423.0,23272.0,9635468.0,404.0,19.0
12/4/2013,Arun Valley Hydropower Development Co. Ltd.,34.0,463.0,431.0,445.0,19856.0,8925542.0,423.0,22.0
12/5/2013,Arun Valley Hydropower Development Co. Ltd.,32.0,462.0,430.0,457.0,36890.0,16133682.0,445.0,12.0
12/8/2013,Arun Valley Hydropower Development Co. Ltd.,37.0,478.0,457.0,461.0,23774.0,10997963.0,457.0,4.0
12/9/2013,Arun Valley Hydropower Development Co. Ltd.,57.0,507.0,461.0,505.0,43923.0,20922171.0,461.0,44.0
12/10/2013,Arun Valley Hydropower Development Co. Ltd.,78.0,554.0,501.0,531.0,20439.0,10870125.0,505.0,26.0
12/11/2013,Arun Valley Hydropower Development Co. Ltd.,34.0,545.0,522.0,525.0,13153.0,6994565.0,531.0,-6.0
12/12/2013,Arun Valley Hydropower Development Co. Ltd.,34.0,535.0,515.0,525.0,15802.0,8250237.0,525.0,0.0
12/15/2013,Arun Valley Hydropower Development Co. Ltd.,49.0,545.0,516.0,530.0,15213.0,8073731.0,525.0,5.0
12/16/2013,Arun Valley Hydropower Development Co. Ltd.,25.0,551.0,539.0,542.0,21023.0,11433272.0,530.0,12.0
12/18/2013,Arun Valley Hydropower Development Co. Ltd.,14.0,575.0,545.0,575.0,6974.0,3922860.0,542.0,33.0
12/19/2013,Arun Valley Hydropower Development Co. Ltd.,41.0,575.0,540.0,555.0,17136.0,9500811.0,575.0,-20.0
12/22/2013,Arun Valley Hydropower Development Co. Ltd.,32.0,555.0,540.0,550.0,11378.0,6188298.0,555.0,-5.0
12/23/2013,Arun Valley Hydropower Development Co. Ltd.,16.0,545.0,538.0,540.0,4391.0,2371454.0,550.0,-10.0
12/24/2013,Arun Valley Hydropower Development Co. Ltd.,15.0,550.0,531.0,550.0,2421.0,1304110.0,540.0,10.0
12/26/2013,Arun Valley Hydropower Development Co. Ltd.,21.0,570.0,540.0,540.0,5350.0,2950695.0,550.0,-10.0
12/29/2013,Arun Valley Hydropower Development Co. Ltd.,27.0,558.0,536.0,554.0,9619.0,5197058.0,540.0,14.0
12/31/2013,Arun Valley Hydropower Development Co. Ltd.,44.0,575.0,535.0,570.0,57046.0,31153356.0,554.0,16.0
1/1/2014,Arun Valley Hydropower Development Co. Ltd.,108.0,610.0,561.0,600.0,39460.0,23285567.0,570.0,30.0
1/2/2014,Arun Valley Hydropower Development Co. Ltd.,50.0,598.0,560.0,596.0,30856.0,17731061.0,600.0,-4.0
1/5/2014,Arun Valley Hydropower Development Co. Ltd.,45.0,600.0,579.0,592.0,10636.0,6276840.0,596.0,-4.0
1/6/2014,Arun Valley Hydropower Development Co. Ltd.,20.0,591.0,570.0,580.0,5626.0,3266264.0,592.0,-12.0
1/7/2014,Arun Valley Hydropower Development Co. Ltd.,32.0,605.0,574.0,596.0,9287.0,5404216.0,580.0,16.0
1/8/2014,Arun Valley Hydropower Development Co. Ltd.,27.0,591.0,570.0,585.0,11168.0,6443184.0,596.0,-11.0
1/9/2014,Arun Valley Hydropower Development Co. Ltd.,31.0,592.0,560.0,582.0,33079.0,18632790.0,585.0,-3.0
1/12/2014,Arun Valley Hydropower Development Co. Ltd.,23.0,593.0,575.0,581.0,9483.0,5527492.0,582.0,-1.0
1/13/2014,Arun Valley Hydropower Development Co. Ltd.,14.0,592.0,580.0,585.0,2427.0,1412926.0,581.0,4.0
1/14/2014,Arun Valley Hydropower Development Co. Ltd.,48.0,590.0,579.0,580.0,13117.0,7620069.0,585.0,-5.0
1/16/2014,Arun Valley Hydropower Development Co. Ltd.,36.0,605.0,585.0,595.0,15679.0,9279171.0,580.0,15.0
1/19/2014,Arun Valley Hydropower Development Co. Ltd.,38.0,608.0,592.0,596.0,9768.0,5843259.0,595.0,1.0
1/20/2014,Arun Valley Hydropower Development Co. Ltd.,61.0,610.0,596.0,602.0,15907.0,9576368.0,596.0,6.0
1/21/2014,Arun Valley Hydropower Development Co. Ltd.,51.0,617.0,595.0,617.0,26717.0,16014302.0,602.0,15.0
1/22/2014,Arun Valley Hydropower Development Co. Ltd.,50.0,610.0,594.0,595.0,15057.0,8995205.0,617.0,-22.0
1/23/2014,Arun Valley Hydropower Development Co. Ltd.,66.0,615.0,597.0,615.0,45203.0,27211531.0,595.0,20.0
1/26/2014,Arun Valley Hydropower Development Co. Ltd.,51.0,618.0,594.0,607.0,58996.0,35684861.0,615.0,-8.0
1/27/2014,Arun Valley Hydropower Development Co. Ltd.,47.0,619.0,600.0,615.0,31083.0,18815450.0,607.0,8.0
1/28/2014,Arun Valley Hydropower Development Co. Ltd.,138.0,668.0,615.0,650.0,54687.0,35576574.0,615.0,35.0
1/29/2014,Arun Valley Hydropower Development Co. Ltd.,152.0,661.0,620.0,638.0,101096.0,64147619.0,650.0,-12.0
2/2/2014,Arun Valley Hydropower Development Co. Ltd.,99.0,657.0,625.0,648.0,38803.0,24785572.0,638.0,10.0
2/3/2014,Arun Valley Hydropower Development Co. Ltd.,85.0,655.0,631.0,640.0,28090.0,17993518.0,648.0,-8.0
2/4/2014,Arun Valley Hydropower Development Co. Ltd.,41.0,656.0,635.0,650.0,13328.0,8596916.0,640.0,10.0
2/5/2014,Arun Valley Hydropower Development Co. Ltd.,71.0,680.0,650.0,662.0,54869.0,36290141.0,650.0,12.0
2/6/2014,Arun Valley Hydropower Development Co. Ltd.,78.0,701.0,671.0,698.0,31277.0,21519117.0,662.0,36.0
2/9/2014,Arun Valley Hydropower Development Co. Ltd.,149.0,713.0,684.0,695.0,46645.0,32404123.0,698.0,-3.0
2/10/2014,Arun Valley Hydropower Development Co. Ltd.,91.0,714.0,668.0,682.0,33184.0,22804814.0,695.0,-13.0
2/11/2014,Arun Valley Hydropower Development Co. Ltd.,162.0,694.0,660.0,682.0,49224.0,32899816.0,682.0,0.0
2/12/2014,Arun Valley Hydropower Development Co. Ltd.,385.0,685.0,644.0,650.0,122454.0,80677426.0,682.0,-32.0
2/13/2014,Arun Valley Hydropower Development Co. Ltd.,2.0,389.0,382.0,389.0,82.0,31611.0,650.0,-261.0
2/16/2014,Arun Valley Hydropower Development Co. Ltd.,6.0,427.0,396.0,427.0,750.0,319460.0,389.0,38.0
2/17/2014,Arun Valley Hydropower Development Co. Ltd.,15.0,469.0,435.0,469.0,1988.0,928382.0,427.0,42.0
2/18/2014,Arun Valley Hydropower Development Co. Ltd.,77.0,515.0,478.0,495.0,11343.0,5698079.0,469.0,26.0
2/20/2014,Arun Valley Hydropower Development Co. Ltd.,26.0,503.0,476.0,484.0,5087.0,2491129.0,495.0,-11.0
2/23/2014,Arun Valley Hydropower Development Co. Ltd.,52.0,490.0,460.0,460.0,12189.0,5699165.0,484.0,-24.0
