parameter_name,parameter_code,series_name,data
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:46:00+00:00', 'value': 53.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:47:00+00:00', 'value': 72.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:48:00+00:00', 'value': 46.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:49:00+00:00', 'value': 50.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:50:00+00:00', 'value': 47.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:51:00+00:00', 'value': 44.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:52:00+00:00', 'value': 44.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 39.75000000000001, 'value': 47.7, 'datetime': '2020-03-27T15:53:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:54:00+00:00', 'value': 42.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:55:00+00:00', 'value': 54.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:56:00+00:00', 'value': 45.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:57:00+00:00', 'value': 45.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:58:00+00:00', 'value': 46.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T15:59:00+00:00', 'value': 42.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:00:00+00:00', 'value': 47.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:01:00+00:00', 'value': 41.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:02:00+00:00', 'value': 41.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:03:00+00:00', 'value': 43.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:04:00+00:00', 'value': 56.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:05:00+00:00', 'value': 38.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:06:00+00:00', 'value': 40.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:07:00+00:00', 'value': 49.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:08:00+00:00', 'value': 46.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:09:00+00:00', 'value': 46.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:10:00+00:00', 'value': 40.7, 'aqi': 33.91666666666667}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:11:00+00:00', 'value': 37}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:12:00+00:00', 'value': 41.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:13:00+00:00', 'value': 44}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:14:00+00:00', 'value': 43.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:15:00+00:00', 'value': 44.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:16:00+00:00', 'value': 47.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:17:00+00:00', 'value': 41.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:18:00+00:00', 'value': 34.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:19:00+00:00', 'value': 46.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:20:00+00:00', 'value': 69.7000045776}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:21:00+00:00', 'value': 265.200012207}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:22:00+00:00', 'value': 41.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 31.666666666666668, 'value': 38, 'datetime': '2020-03-27T16:23:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:24:00+00:00', 'value': 32.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:25:00+00:00', 'value': 22.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:26:00+00:00', 'value': 19.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:27:00+00:00', 'value': 20.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:28:00+00:00', 'value': 18.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:29:00+00:00', 'value': 19.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:30:00+00:00', 'value': 13.9000005722}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:31:00+00:00', 'value': 18.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:32:00+00:00', 'value': 16.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:33:00+00:00', 'value': 17.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:34:00+00:00', 'value': 16.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:35:00+00:00', 'value': 15.3000001907}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:36:00+00:00', 'value': 18.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:37:00+00:00', 'value': 15.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:38:00+00:00', 'value': 15.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:39:00+00:00', 'value': 17.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:40:00+00:00', 'value': 15.7}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:41:00+00:00', 'value': 19.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:42:00+00:00', 'value': 21.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:43:00+00:00', 'value': 20.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:44:00+00:00', 'value': 17.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:45:00+00:00', 'value': 14.1999998093}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:46:00+00:00', 'value': 18}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:47:00+00:00', 'value': 19.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:48:00+00:00', 'value': 16.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:49:00+00:00', 'value': 19.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:50:00+00:00', 'value': 31.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:51:00+00:00', 'value': 13.1999998093}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:52:00+00:00', 'value': 16.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:53:00+00:00', 'value': 17.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:54:00+00:00', 'value': 15.1999998093}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 10.75, 'value': 12.9, 'datetime': '2020-03-27T16:55:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:56:00+00:00', 'value': 19.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:57:00+00:00', 'value': 14.6999998093}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:58:00+00:00', 'value': 21.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T16:59:00+00:00', 'value': 13.9000005722}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:00:00+00:00', 'value': 18.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:01:00+00:00', 'value': 19}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:02:00+00:00', 'value': 20.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:03:00+00:00', 'value': 18.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:04:00+00:00', 'value': 13.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:05:00+00:00', 'value': 23.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:06:00+00:00', 'value': 20.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:07:00+00:00', 'value': 13.1999998093}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:08:00+00:00', 'value': 20.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:09:00+00:00', 'value': 17}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:10:00+00:00', 'value': 14.6, 'aqi': 12.166666666666666}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:11:00+00:00', 'value': 16.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:12:00+00:00', 'value': 22}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:13:00+00:00', 'value': 18.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:14:00+00:00', 'value': 16.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:15:00+00:00', 'value': 18.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:16:00+00:00', 'value': 18}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:17:00+00:00', 'value': 21.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:18:00+00:00', 'value': 19.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:19:00+00:00', 'value': 18.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:20:00+00:00', 'value': 13.6999998093}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:21:00+00:00', 'value': 26.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:22:00+00:00', 'value': 17.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 14.5, 'value': 17.4, 'datetime': '2020-03-27T17:23:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:24:00+00:00', 'value': 17.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:25:00+00:00', 'value': 18.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:26:00+00:00', 'value': 17.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:27:00+00:00', 'value': 20.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:28:00+00:00', 'value': 21.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:29:00+00:00', 'value': 20.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:30:00+00:00', 'value': 17.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:31:00+00:00', 'value': 16.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:32:00+00:00', 'value': 26.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:33:00+00:00', 'value': 28}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:34:00+00:00', 'value': 22.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:35:00+00:00', 'value': 23.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:36:00+00:00', 'value': 22.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:37:00+00:00', 'value': 25.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:38:00+00:00', 'value': 25.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:39:00+00:00', 'value': 22.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 21.25, 'value': 25.5, 'datetime': '2020-03-27T17:40:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:41:00+00:00', 'value': 21.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:42:00+00:00', 'value': 24.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:43:00+00:00', 'value': 19.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:44:00+00:00', 'value': 18.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:45:00+00:00', 'value': 21.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:46:00+00:00', 'value': 19.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:47:00+00:00', 'value': 16.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:48:00+00:00', 'value': 21.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:49:00+00:00', 'value': 18.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:50:00+00:00', 'value': 15.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:51:00+00:00', 'value': 21.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:52:00+00:00', 'value': 18.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 15.250000000000002, 'value': 18.3, 'datetime': '2020-03-27T17:53:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:54:00+00:00', 'value': 22.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:55:00+00:00', 'value': 22.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:56:00+00:00', 'value': 18.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:57:00+00:00', 'value': 20.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:58:00+00:00', 'value': 25.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T17:59:00+00:00', 'value': 20.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:00:00+00:00', 'value': 24.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:01:00+00:00', 'value': 20.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:02:00+00:00', 'value': 21.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:03:00+00:00', 'value': 23.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:04:00+00:00', 'value': 26.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:05:00+00:00', 'value': 19.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:06:00+00:00', 'value': 19.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:07:00+00:00', 'value': 21.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:08:00+00:00', 'value': 20.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:09:00+00:00', 'value': 25.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:10:00+00:00', 'value': 19.4, 'aqi': 16.166666666666668}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:11:00+00:00', 'value': 17.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:12:00+00:00', 'value': 22}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:13:00+00:00', 'value': 18.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:14:00+00:00', 'value': 24}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:15:00+00:00', 'value': 20.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:16:00+00:00', 'value': 21.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:17:00+00:00', 'value': 23.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:18:00+00:00', 'value': 21.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:19:00+00:00', 'value': 20.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:20:00+00:00', 'value': 23.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:21:00+00:00', 'value': 20.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:22:00+00:00', 'value': 21.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 24.666666666666668, 'value': 29.6, 'datetime': '2020-03-27T18:23:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:24:00+00:00', 'value': 30.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:25:00+00:00', 'value': 30.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:26:00+00:00', 'value': 20.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:27:00+00:00', 'value': 20}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:28:00+00:00', 'value': 24.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:29:00+00:00', 'value': 24.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:30:00+00:00', 'value': 29.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:31:00+00:00', 'value': 20.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:32:00+00:00', 'value': 21.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:33:00+00:00', 'value': 16.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:34:00+00:00', 'value': 23.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:35:00+00:00', 'value': 21.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:36:00+00:00', 'value': 29.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:37:00+00:00', 'value': 21.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:38:00+00:00', 'value': 22.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:39:00+00:00', 'value': 19.1000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 24.1, 'datetime': '2020-03-27T18:40:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 24.3000011444, 'datetime': '2020-03-27T18:41:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 22.2000007629, 'datetime': '2020-03-27T18:42:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 24.8000011444, 'datetime': '2020-03-27T18:43:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 30.5, 'datetime': '2020-03-27T18:44:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 22.5, 'datetime': '2020-03-27T18:45:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 21.5, 'datetime': '2020-03-27T18:46:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 24.3999996185, 'datetime': '2020-03-27T18:47:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 20.3000011444, 'datetime': '2020-03-27T18:48:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 19.1000003815, 'datetime': '2020-03-27T18:49:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 19, 'datetime': '2020-03-27T18:50:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 18.8000011444, 'datetime': '2020-03-27T18:51:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 22.3999996185, 'datetime': '2020-03-27T18:52:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 20.6000003815, 'datetime': '2020-03-27T18:53:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 19.6000003815, 'datetime': '2020-03-27T18:54:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 17.6000003815, 'datetime': '2020-03-27T18:55:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 25, 'datetime': '2020-03-27T18:56:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T18:57:00+00:00', 'value': 19.7, 'aqi': 16.416666666666668}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 18.6000003815, 'datetime': '2020-03-27T18:58:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 19.7000007629, 'datetime': '2020-03-27T18:59:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 20.3000011444, 'datetime': '2020-03-27T19:00:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 23.1000003815, 'datetime': '2020-03-27T19:01:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 22.8999996185, 'datetime': '2020-03-27T19:02:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 19.2000007629, 'datetime': '2020-03-27T19:03:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 18.8999996185, 'datetime': '2020-03-27T19:04:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 20.3999996185, 'datetime': '2020-03-27T19:05:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 19.5, 'datetime': '2020-03-27T19:06:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 17.5, 'datetime': '2020-03-27T19:07:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 22.8000011444, 'datetime': '2020-03-27T19:08:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 18.5, 'datetime': '2020-03-27T19:09:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:10:00+00:00', 'value': 20.7, 'aqi': 17.25}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:11:00+00:00', 'value': 17.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:12:00+00:00', 'value': 19.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:13:00+00:00', 'value': 44.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:14:00+00:00', 'value': 20.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:15:00+00:00', 'value': 21.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:16:00+00:00', 'value': 19.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:17:00+00:00', 'value': 22.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:18:00+00:00', 'value': 20.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:19:00+00:00', 'value': 19}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:20:00+00:00', 'value': 18.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:21:00+00:00', 'value': 19}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:22:00+00:00', 'value': 19.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:23:00+00:00', 'value': 18.9, 'aqi': 15.75}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:24:00+00:00', 'value': 19.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:25:00+00:00', 'value': 16.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:26:00+00:00', 'value': 16.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:27:00+00:00', 'value': 21.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:28:00+00:00', 'value': 16.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:29:00+00:00', 'value': 19.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:30:00+00:00', 'value': 15.8000001907}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:31:00+00:00', 'value': 20.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:32:00+00:00', 'value': 21}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:33:00+00:00', 'value': 18.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T19:34:00+00:00', 'value': 21.5}"
